CmpdID,neuSmi,y_true,y_pre
12105,COc1cc(C)nc(-n2nc(C)cc2OC)n1,4,4.110527039
2981,N[C@@H](CC(=O)O)Cn1nnc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1,4.52,4.343804359
12608,Nc1cc([N+](=O)[O-])ccc1C(=O)O,4,3.977548122
7295,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,4.854672779,4.196015835
6578,O=c1ccc2c([nH]1)CCC(NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)C2,5.66,5.303039074
6152,O=C(CNc1nc(C(F)(F)F)nc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,4.49,5.016005516
11126,CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O,4,4.254863262
3191,CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,5.2,5.578382969
6728,Cc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2C)n1,7.77,7.586087704
8495,c1cc(OCC2CO2)cc(OCC2CO2)c1,4,4.043444157
9516,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,4,4.539137363
7806,CN(C)C(=S)S.CN(C)C(=S)S.CN(C)C(=S)S.[Fe+3],4.579093251,4.08448267
2082,CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,5.39,5.503325462
9009,CC(=O)OCCc1ccccc1,4,3.979317427
1489,Cc1ccc(F)cc1CO[C@H]1CCc2ccc(N3CCNC[C@H]3C)nc21,5.41,5.091558456
6776,COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1OC,5.72,5.345764637
8391,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,4,4.081549168
12000,COC(=O)CCCCC(CCSS/C(CCO)=C(\C)N(C=O)Cc1cnc(C)nc1N)SC(C)=O,4,4.241338253
3187,Cc1nc2cc(N3CCN(CCN4Cc5ccccc5C4)C3=O)ccc2s1,5.4,5.121097088
12115,COc1cc(Cl)c(OC)cc1N,4,4.023690224
9276,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,4,4.167741299
3906,CC(C)(C)c1c[nH]c(C2Cc3c([nH]c4ccccc34)C(C3CCOCC3)N2)n1,5.53,5.865182877
6812,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2ccc3ccncc3c2)[nH]1,4.8,5.043560982
1421,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,5.05,4.980769157
9428,CC(CC=O)c1ccccc1,4,4.021476746
8131,O=S(=O)(O)c1ccc2c(/N=N\c3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,4,4.085846424
10716,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,4,4.260919571
6294,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,5.350669723,4.984656811
8529,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,4,4.233918667
4911,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2cc(F)cc(F)c2)ncn1,6.16,5.48445797
11960,COC(=O)c1ccccc1O,4,4.030710697
351,COc1c(C(C)(C)C)cc(C(=O)N2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)[C@@H](C)C2)cc1C(C)(C)C,6.05,5.770116806
8323,O=S(=O)(O)CCN1CCN(CCO)CC1,4,4.008648872
6063,Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6cccc(Cl)c6Cl)n[nH]c5n4)C[C@@H]32)n1,6.6,6.934238434
12659,Nc1cc(Cl)cc(S(=O)(=O)O)c1O,4,3.994497538
8937,CC(=O)Nc1ccccc1,4,3.987281084
243,COc1cc(F)ccc1-c1cnc2sc(N3CCC(N)(CO)C3)nn12,4.55,4.808178425
10590,CCCCCCCCCCCCCl,4,4.045006275
13270,C=CC(=O)OCCC(=O)O,4,3.995266914
8814,C=C(C)C1CC=C(C)C(=O)C1,4,3.993039131
2654,COc1cc(N2CCN(C(=O)Cn3nc(C(F)(F)F)c(Cl)c3C)CC2)ccc1Cl,4.8,5.129243851
8651,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,4,4.069467545
7095,CCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,5.376610736,4.938784599
9568,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,4,4.008452415
9194,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,4,4.042045116
12902,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,4,4.378652573
1751,Cc1ncsc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,6.1,7.078334808
912,CN(c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,7.6,7.444449425
9950,Cc1nc(-c2ccccn2)ncc1C(=O)Nn1cc(C)c2cc(F)ccc21,4,4.982156754
11379,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,4,4.840088844
9545,CC[n+]1ccccc1.O=S(=O)(O)C(F)(F)F,4,4.000490189
2541,Fc1cccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)c1,5.08,5.182963848
13534,CCCCCCCCCCCCCCCCCC(=O)O.OCCN(CCO)CCO,4,4.038911343
4476,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1Cc1cccnc1,5.76,5.312399864
13620,OCCOCCOCCOCCO,4,4.015906811
10255,CCCC(=O)C(=O)O,4,3.992169619
104,Cc1ccc(-n2c(-c3ncccc3Cl)nc(CN[C@H]3CC[C@@H](F)C3)c2C(C)C)cn1,4.82,4.830965996
9324,CC(C)CCCC(C)CC=O,4,3.995676279
707,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)cn1,6.19,4.567872047
6765,Cc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,5.34,5.126266003
3832,CN(c1ccc(-c2cc3ccccc3cc2O)nn1)C1CC(C)(C)NC(C)(C)C1,7.1,5.568858147
326,Cc1nn(C)cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,4.61,4.655320168
7732,CCCCCCCCCCCCCOP(=O)(O)O,4.960103451,4.039510727
13357,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,4,4.250545979
2422,CCOc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3ccc(C(F)(F)F)n3)[C@H](C)C2)cn1,5.29,5.946521759
6210,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,4.13,5.016190052
5265,N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(O)c1)C1CC1,5.25,4.991214752
10406,CCCCCC(C=O)=Cc1ccccc1,4,4.084403038
11208,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,4,4.29172802
12528,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,4,4.040601254
5907,O=C1c2nc3cccc(-c4ccccc4)c3n2CCN1CC1CC1,4.85,5.130640507
12255,COCC(C)O,4,3.995967627
8803,C=C(C)C(=O)OCCOC(=O)C(=C)C,4,3.998899221
6378,O=C(O)c1cc(F)c2nc(CN3CCN(c4cccc(OCc5ccc(Cl)c6c5OCC6)n4)C=N3)n(C[C@@H]3CCO3)c2c1,7.3,5.330212593
5648,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CCNC4)cnn12,5.88,5.040896893
11385,COc1ccccc1N1CCNCC1,4,4.112081528
296,Cc1nc(N2CCC(N3CCCC3=O)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,5.43,5.570773125
4,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5.72,5.005510807
7847,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,4.360103451,4.16505003
545,COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,8.27,6.622482777
12443,FC(F)OC(Cl)C(F)(F)F,4,4.140794277
11095,CCOc1ccc(O)cc1,4,4.00831461
2316,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(S(=O)(=O)NCC(F)(F)F)c(F)cc2Cl)CC1,5.1,4.929558277
4248,CC(=O)C1=NN2c3cc(C)ccc3OC[C@H]2[C@@]1(CCCN(C)C)c1ccccc1,5.62,5.210885525
10252,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,4,4.191903114
3461,Cc1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,5.05,4.92514658
11552,Clc1cccc(SC2CCNCC2)n1,4,4.073159695
10154,CCC(C)OC(=O)N1CCCCC1CCO,4,4.158867836
3704,CCCCNc1nccc2[nH]c3ccccc3c12,5.8,5.035351276
7755,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,4.746339446,4.449740887
11339,CN(C)CCOC(=O)COc1ccc(Cl)cc1,4,4.242008686
5870,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4(F)F)cc1,5.04,5.794929504
1720,COC1CCN(S(=O)(=O)c2ccc(-c3ccc(CCN4CCC[C@H]4C)cc3)cc2)CC1,5.7,5.46920681
4461,COc1ccc([C@H]2CN(CCC3CCS(=O)(=O)CC3)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,6.54,6.0752635
1367,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,5,5.089101315
2246,Cc1ncn(C2CCN(C(=O)/C=C/c3ccc(C(F)(F)F)cc3Cn3nnc(C)n3)CC2)n1,4.6,4.889159679
3706,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,5.89,5.391693592
5458,CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,5.42,5.003926277
1605,CCCOCCn1c(=O)c(N2CCNCC2)nc2cnc(-c3ccc(OC)nc3)cc21,6.17,5.855801105
3490,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,5.46,4.839354515
10409,CCCCCC(=O)O,4,4.001974106
388,O=C1OCc2cc(CCN3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)ccc21,6.82,6.798658371
6076,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,4.92,5.056528568
5073,CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)cc(OCC)c1-c1ccc(F)cc1,5.77,5.835885525
4218,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,4.85,5.497459888
8148,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,4,4.164376736
6925,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccccc3)C2)n1C,5.4,5.651097298
13344,OC/C(Br)=C(\Br)CO,4,4.059860706
8873,CC(=O)C1CCCCC1=O,4,3.989296436
7509,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,4.626770118,4.049276352
6415,O=C(CNc1cc(C(F)(F)F)nc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,4.44,5.098749161
7556,Cc1ccc(C=C2C(=O)C3(C)CCC2C3(C)C)cc1,4.513194461,4.365109444
1073,COC(=O)CCCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,6.4,5.710969925
5928,CCOc1ccc2cc(-c3nn(CC4CC4)c(N)c3C(N)=O)ccc2c1,4.8,5.300666809
11458,O=C(Cl)OCc1ccccc1,4,3.980929136
7908,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,4,4.757473469
12596,NC(N)=O,4,3.995967627
2514,O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,6.82,6.911409855
4881,COc1ccc(-n2c(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOCC(F)(F)F)cc4)sc3n(Cc3c(F)cccc3F)c2=O)nn1,5.43,5.392191887
10555,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,4,4.056669235
13387,Oc1ccccc1O,4,3.990302086
1787,CC(C)c1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2C)n1,8.15,7.902584553
1254,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)C1CCCC1,4.6,4.767897129
8826,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4,4.040959358
6816,Cn1c(CN2CCC(c3nc(OCc4ccc(Cl)cc4F)ncc3F)CC2)nc2ccccc21,5.27,5.751274586
7883,CCCCOC(=O)COc1ccc(Cl)cc1Cl,4.304922012,4.217590809
1122,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccccc3)C2)n1C,5.54,5.651097298
6071,Cc1cnc(N2CCN(CCCc3nc4c(Cl)cccc4c(=O)[nH]3)CC2)n1C,5.82,5.566672802
474,CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1-c1ccc(F)cc1,4.83,4.837029934
7144,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,5.092026532,4.721635342
4365,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc4scnc4c3)cc1)C(=O)N2c1cc(O)ncn1,5.82,5.476490498
2485,CNc1ccc(-n2c(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOC)cc4)sc3n(Cc3c(F)cccc3F)c2=O)nn1,4.68,5.312921524
5604,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(C(=O)NCCCC(F)(F)F)nc2)cn1,4.7,4.859178543
5692,CCN(CC)Cc1cc(-c2ccc3ncc(-c4ccc([S+](C)O)cc4)n3n2)ccc1F,6.23,5.139600277
7345,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4.771339446,4.649438381
11187,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,4,4.165457249
13582,C=COCCCCO,4,4.007554054
1502,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cccc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,4.99,4.891810894
3402,CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,4.1,5.081882954
4523,CN1CCC(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,5.68,5.783213139
9956,Cc1c[nH]c2ccccc12,4,4.076811314
7481,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,4.654672779,4.417017937
11509,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,4,4.183233738
8605,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,4,4.01755476
5192,Nc1nc(-c2ccc(F)cc2)cn1CC(O)c1ccc(C(F)(F)F)cc1Cl,4.6,5.396285057
1262,FC(F)(F)c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,6.8,6.566396236
1374,c1ccc(-c2ccc(-c3c[nH]c([C@H]4Cc5c([nH]c6ccccc56)[C@@H](C5CCOCC5)N4)n3)cc2)cc1,7.77,6.429460526
5714,CNCCC(c1ccccc1)c1c[nH]c2ccccc12,6,4.817460537
9369,CC(C)NC(=O)c1ccc(C=O)cc1,4,3.986354113
11607,O=NN(CCCl)C(=O)NC1CCCCC1,4,4.01900053
4707,CCCc1nn(-c2nc(N)c3c(n2)NC(=O)C3(C)C)c2ccc(Cl)cc12,5.02,5.014070511
10486,CCCCCCCCC,4,4.044579983
2299,Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CCN(C(=O)CN)C3)cc1,4.96,5.335659027
10367,CCCCC(=O)Cl,4,4.040890217
12694,Nc1ccc(O)c(C(=O)O)c1,4,4.018435955
6621,Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6ccn7nccc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,7.92,6.867537975
8865,CC(=O)c1ccc2c(c1)CCCC2,4,4.020493984
6034,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,5.9,5.803406239
2584,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)CS(C)(=O)=O)C2,5.21,5.115339279
4983,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1C1CCN(C(C)C)CC1,4.96,5.008127213
2358,O=C(NCc1c(O)cc(Cl)cc1Cl)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,5.38,5.909523487
697,C=Cc1c(CNC23CCC(CCc4c(F)cnc5ccc(OC)nc45)(CC2)OC3)nc2c(c1C)OCC(=O)N2,6.3,5.871934891
10735,CCCCOC(=O)c1ccccc1C(=O)O,4,4.044303417
563,COCCCN1CCC(c2nnc(-c3nn(C(C)C)c4ccccc34)o2)CC1,5.52,5.795195103
13205,O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,4,5.339578629
5139,COc1cc(-c2cn([C@H]3C[C@@H](c4ccccc4)CCN(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,5.65,5.445877075
6917,CCON=C1CCC(CN2CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1,4.41,5.136585712
12041,COC(OC)C(C)c1ccccc1,4,4.058951378
1335,N=C(NCCCOc1ccc(F)cc1)Nc1ccc(I)cc1,6.96,5.652928352
11248,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,4,4.02602005
7039,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,5.676770118,4.955263138
1344,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,6,5.967215538
10119,CCC(C)(O)CCCC(C)C,4,4.028245926
13242,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,4,4.009391308
7903,NCCCNCCCN,4.203451013,4.032452583
12076,COc1c2ccoc2cc2oc(=O)ccc12,4,4.037875175
634,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C)c(C)n4C)n2)cc1CN1CC(O)C1,4.9,4.950518131
13458,Oc1ccc(Oc2ccccc2)cc1,4,4.232860088
1851,O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]n3)cc(C(F)(F)F)c2)CC1,5.46,6.184639454
3816,C[C@@H]1Cn2ncc(C3CCN(S(C)(=O)=O)CC3)c2CN1c1cc(Cl)nc2[nH]ccc12,4.9,5.09296751
12212,COc1ccc2c(c1)CCCC2=O,4,4.260810852
732,CCCC[C@@H](CCO)Nc1nc(N)nc2ccc(C)cc12,5.27,5.444262505
10211,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,4,4.330128193
2138,COc1cc(C2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,5.04,5.317783356
4571,COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(Cl)ccc5[nH]4)CC3)c2c1,6,5.708287716
8262,CCCCCCCCCCCCOS(=O)(=O)O,4,4.049961567
10463,CCCCCCCC(C)=O,4,4.019934654
5585,O=c1cc(-c2ccccc2)c2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2o1,6.09,6.448656559
7234,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,4.988006113,4.694416046
13090,O=C(O)[C@H](S)[C@@H](S)C(=O)O,4,3.989649773
8359,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,4,4.124445915
6902,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,4.8,4.79877615
7031,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,5.754672779,6.084294319
2089,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,5.26,5.149459362
7421,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,4.693436785,4.232475281
4324,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)c(F)c4)CC3)ccc21,4.57,5.14434576
6179,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4C)c(C(N)=O)cnc3cc2F)cn1,4.77,4.957994461
7449,CC(C)(C)CC(C)(C)c1ccc(O)cc1,4.671339446,4.238855839
4322,O=C1OCc2c1ccc(CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)c2Cl,4.77,4.867527008
2490,Cc1cc(-c2cnc(OCC34CCC(N)(CC3)CC4)c(C)c2)c2cnn(C)c2n1,5.47,4.9899683
5691,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ncccc2C(F)(F)F)C1=O,5.09,5.710679531
10452,CCCCCCc1ccc(N)cc1,4,4.256435394
605,Cc1cn([C@H](C)[C@@H]2CCNC[C@H]2F)c2nc(C(N)=O)cc(Cl)c12,5.22,4.87018013
8988,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,4,3.929704189
5348,COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,5.235,5.539319038
12727,NC1=NC(=O)C(c2ccccc2)O1,4,3.971361876
8513,*C.CCCCCCCOC(=O)COc1ccc(Cl)cc1Cl,4,4.407836914
5973,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,4.7,5.077690601
3213,CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3cccc(C(F)(F)F)c3)CC1=O)C2,5.77,5.634496212
10714,CCCCNC(N)=O,4,4.029490948
4771,CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(F)cn1,4.2,4.474142075
2936,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,5.35,5.168109417
10685,CCCCCSCCCCC,4,4.060317039
4154,Oc1ccc(Cl)c2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2,5.76,5.726107597
5754,CC(C)C(N1CCOCC1)C(O)(c1cccnc1)c1cccnc1,4.12,4.444014549
7511,Cc1ccccc1C(OCCN(C)C)c1ccccc1,4.610103452,4.646081448
13785,C=C(C)C1CCC(C)(O)CC1.CC1=CCC(C(C)(C)O)CC1,4,4.036058903
8010,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4,3.970409632
9267,Cc1ccc(C(C)C)cc1,4,4.025601387
4135,Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1c(F)cccc1Cl,5,4.959316254
4811,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccn2C)=NC1c1ccc(F)cc1Br,6.77,5.684305668
13514,OCC(Cl)CCl,4,4.048762798
4677,Cc1cc(CC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)n1,5.23,4.993031979
80,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)cc2)cc1,5.86,5.521611691
5467,CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(C)(=O)=O)c4)nn23)cc1,6.05,5.17255497
13249,O=C(O)CCc1nc2ccccc2[nH]1,4,4.019298553
3087,CN(C/C=C/c1ccc(C(F)(F)F)cc1F)Cc1ccc2c(c1)CCO2,5.54,5.706112385
4734,CC(C)[C@@H]1c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)c(Cl)c3)n2CCN1C(=O)CN,4.87,5.448461056
5945,COc1cc(-c2cn(C3CCc4ccccc4N(Cc4ccncc4)C3=O)nn2)ccc1-n1cnc(C)c1,5.21,5.455962181
12593,NC(N)=[Se],4,3.995967627
8530,C[C@@H](N)C(=O)O,4,3.990940809
1278,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCOCC5)c(OC)c4)C3)o2)cc1,5.01,4.800113678
10013,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,4,4.041303635
3355,O=C1COc2ccc(CN3CCC(NC(=O)c4cc(=O)c5ccc(F)cc5o4)CC3)cc2N1,5.24,5.969735622
6670,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.440051726,5.223562717
4678,COc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)c1,5.77,5.174843788
6148,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ncc(C4CCC5(CC4)CNC5)cc3OC)c12,4.85,4.841791153
7457,Clc1ccccc1CN1CCc2sccc2C1,4.671339446,4.842393398
8117,O=S(=O)(O)c1ccc2cc(O)ccc2c1,4,3.996384144
8542,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,4,4.066251755
7593,CCN(CC)c1ccc(N)cc1,4.44843888,4.092924118
7473,O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,4.660103451,4.461898327
11786,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,4,4.390764236
